id	title	body
FW14-e071-7293-05	Goat Cheese, Fig, and Basil Pizza Recipe, Vegetarian Entree	Recipes Vegetarian Entrees Goat Cheese, Fig, and Basil Pizza Ingredients: 4-oz package dried figs, chopped 1 tbsp aged balsamic vinegar 3 tbsp water 1 large pizza crust or...
FW14-e071-7215-10	Skin Cancer	Skin cancer is the most common form of cancer in humans. There are three main types of skin cancer; basal cell carcinoma and...Skin Cancer(Nonmelanoma Skin Cancer) Skin cancer facts Introduction Basal...
FW14-e071-7293-04	Nectarine and Basil Bagel Recipe	Healthy Recipes for Lighter, Healthier Breakfast foods...Recipes Breakfast foods Nectarine and Basil Bagel Ingredients: 2 nectarines, thinly sliced 2 bagels, split 4 tablespoons fat-free cream cheese 12...
FW14-e071-7293-06	Basil Bread Recipe	Healthy Recipes for Lighter, Healthier Breads...Recipes Breads Basil Bread Ingredients: 1 cup fresh basil leaves, slightly packed 1/4 cup toasted pine nuts (toast by heating in nonstick skillet on medium...
FW14-e071-7293-07	Basil Quinoa with Red Bell Pepper Recipe	Recipes Side Dishes Basil Quinoa with Red Bell Pepper With quinoa playing the starring role, nutrients abound in this full-flavored side dish. A great addition to...
FW14-e071-7197-02	Diaphragm (contraceptive)	Diaphragm (contraceptive): A barrier method of contraception that is available by prescription only and must be sized by a health professional to achieve a proper fit...
FW14-e071-7197-03	Barrier Methods of Birth Control	Barrier methods of birth control include, spermicides, male condom, female condom, contraceptive sponge, diaphragm, and the...of contraception Spermicides Male condom Female condom Contraceptive...
FW14-e071-7197-10	Cervical cap	...rim designed to fit snugly around the cervix and act as a barrier contraceptive device. A spermicide is applied to the cap before insertion to kill sperm. A cervical cap is basically a small snug...
FW14-e071-7328-01	Acne Pictures Slideshow: Quick Cover-ups, Do's and Don'ts	Watch this slideshow on Quick Acne Cover-ups, Do's and Don'ts. See solutions on how to best handle...Acne Pictures Slideshow: Quick Cover-ups, Do's...for touch-ups throughout the day. DO: Reduce...
FW14-e071-7236-03	lomustine \- oral, Ceenu	GENERIC NAME: LOMUSTINE \- ORAL (loe-MUS-teen) BRAND NAME(S): Ceenu Warning | Medication Uses | How To Use | Side Effects | Precautions | Drug Interactions | Overdose | Notes | Missed Dose | Storage...
FW14-e071-7293-03	Goat Cheese, Fig, Basil Pizza Recipe, Soups & Sandwiches	Recipes Sandwiches Goat Cheese, Fig, and Basil Pizza Ingredients: 4-oz package dried figs, chopped 1 tbsp aged balsamic vinegar 3 tbsp water 1 large pizza crust or...
FW14-e071-7216-03	Salmonella	Salmonella infection (salmonellosis) is typically caused by the consumption of contaminated foods. Symptoms of salmonellosis...Salmonella Food Poisoning (Salmonellosis) Salmonella food poisoning facts...
FW14-e071-7216-02	Salmonella	Salmonella bacteria are known to cause salmonellosis, typhoid fever, and paratyphoid fever in humans. Salmonella infection is...Salmonella Poisoning Salmonella poisoning facts What is Salmonella? What...
FW14-e071-7197-06	Women's Health	Women's health is an important topic area to guide a woman through the stages of her life, as well as knowing the conditions and...not rests with the woman. Her choices include oral contraceptives,
FW14-e071-7250-09	Pleurisy	...the friction generated by the rubbing of the two inflamed layers of pleurae with each breath. The causes of pleurisy include lung infections, collagen vascular diseases such as lupus and rheumatoid...
FW14-e071-7263-03	Pneumonia	Pneumonia is inflammation of one or both lungs with consolidation. Pneumonia is frequently but not always due to infection. The...These resistant organisms are commonly seen in hospitals and nursing...
FW14-e071-7250-05	Connective Tissue Disease	Connective tissue disease is when the body's connective tissues come under attack, possibly becoming injured by inflammation...one's own body tissues (autoimmunity). Diseases in which inflammation or...
FW14-e071-7197-01	Contraceptive, diaphragm	Contraceptive, diaphragm: A barrier method of contraception that is available by prescription only and must be sized by a health professional to achieve a proper fit...
FW14-e071-7216-07	Salmonella Enteritidis Infection (Egg Associated)	Salmonella Enteritidis Infection (Egg-associated Salmonellosis) What is Salmonella enteritidis infection? How do eggs become contaminated? Who can be infected? What is the risk? What...
FW14-e071-7207-03	Earthquake Preparedness: Emergency Plan	Earthquake Preparedness: Emergency Plan What to do before an earthquake \- be prepared! Six ways to plan ahead What to do during an earthquake Indoor safety...
FW14-e071-7197-05	Toxic Shock Syndrome (TSS)	Toxic shock syndrome is an infection that causes symptoms such as low blood pressure, fever, and a rash with peeling skin...surgical wounds, history of using a diaphragm or contraceptive sponge, having...
FW14-e071-7263-09	Pneumonia vs. Walking Pneumonia	...use the modifier to refer to all pneumonias caused by pathogens from birds that can also infect humans. Community acquired pneumonia is pneumonia acquired outside of a hospital setting; although...
FW14-e071-7293-09	Breads & Muffins Recipe Index	...like the fresh berry muffin recipe and the delicious cheddar and ham muffin recipe. Don't skip over the low-calorie bread recipes either! Try the tantalizing basil bread recipe, or experience the...
FW14-e071-7328-02	Acne (Pimples)	Acne is a localized skin inflammation as a result of overactivity of oil glands at the base of hair follicles. This inflammation,...Acne(Pimples) What is acne? What causes acne...middle third of the...
FW14-e071-7263-02	Pneumonia	Pneumonia is inflammation of the lungs caused by fungi, bacteria, or viruses. Symptoms and signs include cough, fever, shortness...Signs and symptoms of pneumonia include fever, chills, cough,
