id	title	body
FW14-e093-7211-01	Ted's Punctuation Guide	Learn generally accepted rules for periods, commas, question marks, brackets, and more.
FW14-e093-7045-01	U.S. National Park Service- Archeology	This page serves as the index page for a series of documents that provide an OVERVIEW of the prehistory of Alaska and for another set of documents that briefly describe the cultural resources (Archeology, history, ethnography) in each national park and preserve in the state.
FW14-e093-7207-07	USGS Hawaiian Volcano Observatory	Includes maps, photos, and even some earthquake info.
FW14-e093-7207-01	Great 1906 Earthquake And Fire, The	Newspaper reports, personal narratives facts, and photos of this deadly California earthquake from the Museum of the City of San Francisco.
FW14-e093-7015-01	Raven Interview	Interview with the actor about her role in Dr.
FW14-e093-7015-02	Guujaaw, Giindajin Haawasti	Check out the art work of Giindajin Haawasti Guujaaw, a Raven Clan member of the Haida Nation.
FW14-e093-7015-03	Faith in Tibet	Read some Tibetan myths and fairytales about the Yeti, a raven, life, and death.
FW14-e093-7045-02	The State of Alaska - An Introduction to the Last Frontier from NETSTATE.COM	"America's last frontier! Alaska, admitted as the 49th state to the union is thought of as ""America's Last Frontier"" because of its distance from the lower 48 states and because of its rugged landscape and climate. The grizzly bear and salmon symbolize Alaska's natural beauty and abundant..."
FW14-e093-7137-01	Catzilla	Parody of the movie Godzilla with pictures of a cat who encounters New York.
FW14-e093-7207-02	Cosmos Virtual Data Center	Fast and easy access to strong ground motion recordings from earthquakes in southern California.
FW14-e093-7207-03	Natural Disasters - Without Warning	Learn a few facts about twisters, earthquakes, and volcanoes.
FW14-e093-7207-04	Nature's Wrath	Learn about natural disasters such as earthquakes, hurricanes, tornadoes, and more, from Thinkquest.
FW14-e093-7207-05	Dynamic Earth	Take a virtual tour and travel back in time to the big bang and experience earthquakes and volcanoes.
FW14-e093-7207-06	Early Motion Pictures	Pictures from 1897 - 1920 from the Library of Congress, including some from the Spanish-american war, San Francisco before and after the 1906 earthquake, and New York City.
FW14-e093-7265-01	ADW: Lepus alleni: INFORMATION	Lepus alleni is a folivore (leaf-eater), gramnivore (grass-eater) and succulent plant eater (esp. cacti). Plant Foods... However, the impact may not be substantial as rabbits may graze in different ways and on different plants than domestic animals.
FW14-e093-5000-01	Buffalo Bill Center of the West	Help Preserve the Spirit of the American West... At the end of the summer, some kids are rearing and ready to jump right back into the school schedule while others drag their feet.
FW14-e093-5000-02	Royalty.nu - The History of Japan - Japanese Royalty	Your purchase through these links will help to support the continued operation and improvement of the Royalty.nu site. Books By Members of the Japanese Imperial Family...
FW14-e093-5000-03	A Science Odyssey: People and Discoveries: The Leakey family	The Leakey family... When Louis Leakey and Mary Nicol first met, he asked her to help with illustrations for his upcoming (1934) book Adam's Ancestors: An Up-to-Date Outline of What is Known about the Origin of Man.
FW14-e093-5000-04	The State of Alaska - An Introduction to the Last Frontier from NETSTATE.COM	The State of Alaska... On March 30, 1867, the United States agreed to purchase Alaska from Russia for $7.2 million dollars, about two cents an acre...
FW14-e093-5000-05	Gulf of Maine Research Institute: Katahdin to the Sea	Katahdin to the Sea... Estuary: Where River Meets the Sea...
FW14-e093-5000-06	The Martin Luther King Jr. Center for Nonviolent Social Change	August 28th, 2013 will mark the 50th Anniversary of MARCH ON WASHINGTON & Dr. Established in 1968 by Coretta Scott King, The King Center is the official, living memorial dedicated to advancing the legacy of Dr.
FW14-e093-5000-07	American Experience . Technology . The Telephone . Special Feature: Forgotten Inventors | PBS	British merchant Peter Durand made a huge stride in food preservation with his 1810 invention of the can. So grateful for its inner contents were the hungry recipients that no one really complained about the sweat and toil often required to simply open the can.
FW14-e093-5000-08	The Hermitage - a National Historic Landmark - Home	The Hermitage... The Hermitage, a National Historic Landmark and house museum, incorporates a stone house that was visited during the Revolutionary War by General George Washington.
FW14-e093-5000-09	Porcupine - The Purcupines of British Columbia, Canada. Porcupines in BC	Porcupine - The Purcupines of British Columbia, Canada. Description - The porcupine is a robust rodent that usually weighs around 22 pounds.
FW14-e093-5000-10	Beworldwise - enriching the cultural education of students in North America and providing for the material educational needs of schools in remote islands and isolated tropical communities	Actually, whatﾒs more unbelievable is the fact that I am continually surprised by the passing of time, and the progression of the calendar. Iﾒm like the baby that giggles every time you pull your hands away from your face and sing, ﾓpeek-a-boo!
FW14-e093-5001-01	Data and Imagery -- SSEC	Images and Data... Real-time Imagery and Data...
FW14-e093-5001-02	A Science Odyssey: People and Discoveries: The Leakey family	When Louis Leakey and Mary Nicol first met, he asked her to help with illustrations for his upcoming (1934) book Adam's Ancestors: An Up-to-Date Outline of What is Known about the Origin of Man. They and their children (especially Richard and his wife Meave) became known as the first family of...
FW14-e093-5001-03	Giant Panda Bear - Info and Pictures of Pandas	Everyone just seems to love Panda Bears, and as a result these animals instill an interest in their protection. Unfortunately, people have a tendency to only want to protect what is cute and cuddly.
FW14-e093-5001-04	Scottish Terrier Information and Pictures, Scottie, Aberdeen Terrier, Scottish Terriers, Scotties, Aberdeen Terriers	Scottish Terriers - Koka and Kluska (mother and daughter... The skull is long, slightly domed and medium in width.
FW14-e093-5001-05	Paul Bunyan Trail | MN Bike trails and snowmobile trail from Brainerd Minnesota to Bemidji Minnesota	The Paul Bunyan Trail is the longest MN Bike trail in Minnesota at 112-miles and it connects the Heartland Trail, the Blue Ox Trail and the Cuyuna State Trail. Another future paving project in Brainerd and Baxter will provide paved trail access South to the Crow Wing State Park.
FW14-e093-5001-06	Beworldwise - enriching the cultural education of students in North America and providing for the material educational needs of schools in remote islands and isolated tropical communities	Actually, whatﾒs more unbelievable is the fact that I am continually surprised by the passing of time, and the progression of the calendar. Iﾒm like the baby that giggles every time you pull your hands away from your face and sing, ﾓpeek-a-boo!
FW14-e093-5001-07	World Time Server: current local time and date in any zone	Current local time and date in every time zone worldwide! The Internet can bring you closer to the world, but with time zones and daylight saving time rules, World Time Server is here to help by providing accurate time information when you need it!
FW14-e093-5001-08	Playstation 2 (Ps2) Video Game Cheats, Codes, Cheat Codes, Hints, Tips, Tricks, Secrets, Faqs, and more!	Just Dance 2014 is the same Just Dance formula with a whole bunch of new bells and whistles to keep you interested. With HD graphics, remastered orchestrations, and new platforming challenges, Castle of Illusion Starring Mickey Mouse looks to be a remake done right.
FW14-e093-5001-09	Who's Who of Egyptian people, queens and family: Imhotep	Who's Who of Egyptian people, queens and family: Imhotep... Imhotep was an official during the 3rd Dynasty and served under four kings.
FW14-e093-5001-10	far-and-near.com - это наилучший источник информации по теме far-and-near. Этот веб-сайт продается	"far-and-near.com... By using our site, you consent to this privacy policy: This website allows third-party advertising companies for the purpose of reporting website traffic, statistics, advertisements, ""click-throughs"" and/or other activities to use Cookies and /or Web Beacons and other..."
FW14-e093-5002-01	Beworldwise - enriching the cultural education of students in North America and providing for the material educational needs of schools in remote islands and isolated tropical communities	What Wintering Sailors Do for Fun... ﾔ Thankfully for my shipmates, though, I rarely need to be changed.
FW14-e093-5002-02	The Martin Luther King Jr. Center for Nonviolent Social Change	For more information and Schedule of Events click here... Jpmorgan Chase, through its Technology for Social Good program, committed its technology expertise to digitize more than one million pieces of history related to Dr.
FW14-e093-5002-03	Society for Creative Anachronism, Inc.	"Society for Creative... See the ""Membership"" link in the top menu above for ""Frequently Asked Questions"" or to manage your current membership."
FW14-e093-5002-04	Kids Learning Games,Educational Games for Kids, Kindergarten Games, Educational Games for Kids	Educational Games for Kids... Worksheets for Kids, Teacher Resources ,Primary Education...
FW14-e093-5002-05	OBC | Organization for Bat Conservation	The Organization for Bat Conservation is having a membership drive! That's what Darryl Speicher tells people when they call the Monroe County Environmental Education Center for advice.
FW14-e093-5002-06	Camp Stewart for Boys: Age 6-16- Home Page	Camp Stewart is launching a new secure online database, which serves as a portal for our camp families to make payments, send emails, veiw pictures, and more! Contact Meredith for more information!
FW14-e093-5002-07	Provet for Kids	Check out pet health information including Petfacts and special sections for dogs and cats with quizzes, photos, and fun for you.
