id	title	body
FW14-e017-7215-04	Racial and Ethnic Disparities in Salivary Gland Cancer Survival.	"Russell JL, Chen NW, Ortiz SJ, Schrank TP, Kuo YF, Resto VA.

JAMA Otolaryngol Head Neck Surg. 2014 Apr 17. doi: 10.1001/jamaoto.2014.406. [Epub ahead of print]"
FW14-e017-7215-02	Primary rectal squamous cell carcinoma treated with surgery and radiotherapy.	"Wang JF, Wang ZX, Xu XX, Wang C, Liu JZ.

World J Gastroenterol. 2014 Apr 14;20(14):4106-9. doi: 10.3748/wjg.v20.i14.4106."
FW14-e017-7239-05	Investigation of models for relating roundabout safety to predicted speed.	"Chen Y, Persaud B, Sacchi E, Bassani M.

Accid Anal Prev. 2013 Jan;50:196-203. doi: 10.1016/j.aap.2012.04.011. Epub 2012 May 7."
FW14-e017-7274-03	Case study of the Detroit uprising. The troops and the leaders.	"Lowinger P, Darrow C, Huige F.

Arch Gen Psychiatry. 1969 Jul;21(1):33-8. No abstract available."
FW14-e017-7215-01	Continuous high-dose vasopressors in free anterolateral thigh flap transfer for pharyngeal reconstruction: a report of two cases.	"Chao JW, Taylor EW, Rahmati RW, Rohde CH.

Microsurgery. 2014 Mar;34(3):237-9."
FW14-e017-7215-10	Downregulation of 14-3-3σ correlates with multistage carcinogenesis and poor prognosis of esophageal squamous cell carcinoma.	"Qi YJ, Wang M, Liu RM, Wei H, Chao WX, Zhang T, Lou Q, Li XM, Ma J, Zhu H, Yang ZH, Liu HQ, Ma YF.

PLoS One. 2014 Apr 17;9(4):e95386. doi: 10.1371/journal.pone.0095386. eCollection 2014."
FW14-e017-7239-10	Explaining variation in safety performance of roundabouts.	"Daniels S, Brijs T, Nuyts E, Wets G.

Accid Anal Prev. 2010 Mar;42(2):393-402. doi: 10.1016/j.aap.2009.08.019. Epub 2009 Oct 9."
FW14-e017-7215-07	Identification of Logic Relationships between Genes and Subtypes of Non-Small Cell Lung Cancer.	"Su Y, Pan L.

PLoS One. 2014 Apr 17;9(4):e94644. doi: 10.1371/journal.pone.0094644. eCollection 2014."
FW14-e017-7215-05	A Presentation of Invasive Squamous Cell Carcinoma (White Cornea).	"Azari AA, Rezaei Kanavi M, Lundin AM, Thompson MJ, Potter HD, Albert DM.

JAMA Ophthalmol. 2014 Apr 17. doi: 10.1001/jamaophthalmol.2013.5311. [Epub ahead of print] No abstract available."
FW14-e017-7215-03	7B7: a novel antibody directed against the Ku70/Ku80 heterodimer blocks invasion in pancreatic and lung cancer cells.	"O'Sullivan D, Henry M, Joyce H, Walsh N, Auley EM, Dowling P, Swan N, Moriarty M, Barnham P, Clynes M, Larkin A.

Tumour Biol. 2014 Apr 18. [Epub ahead of print]"
FW14-e017-7242-04	EAFS 2012 6th European Academy of Forensic Science Conference The Hague, 20-24 August 2012. Introduction.	"Meuwly D.

Forensic Sci Int. 2013 Jul 10;230(1-3):1. doi: 10.1016/j.forsciint.2013.04.012. Epub 2013 May 3. No abstract available."
FW14-e017-7242-09	[Beszámoló--European Oncological Nursing Society, Spring Convention, the Hague, 2010].	"Cseri Z.

Magy Onkol. 2010 Dec;54(4):397-8. doi: 10.1556/MOnkol.54.2010.4.14. Hungarian."
FW14-e017-7250-04	Usual interstitial pneumonia preceding collagen vascular disease: a retrospective case control study of patients initially diagnosed with idiopathic pulmonary fibrosis.	"Kono M, Nakamura Y, Enomoto N, Hashimoto D, Fujisawa T, Inui N, Maekawa M, Suda T, Colby TV, Chida K.

PLoS One. 2014 Apr 15;9(4):e94775. doi: 10.1371/journal.pone.0094775. eCollection 2014."
FW14-e017-7167-08	Microstructure investigations of streak formation in 6063 aluminum extrusions by optical metallographic techniques.	"Vander Voort G, Suárez-Peña B, Asensio-Lozano J.

Microsc Microanal. 2013 Apr;19(2):276-84. doi: 10.1017/S143192761300010X. Epub 2013 Mar 12."
FW14-e017-7167-10	Precipitate strengthening of nanostructured aluminium alloy.	"Wawer K, Lewandowska M, Kurzydlowski KJ.

J Nanosci Nanotechnol. 2012 Nov;12(11):8783-6."
FW14-e017-7173-01	Neurotrophic factors in spinal cord injury.	"Boyce VS, Mendell LM.

Handb Exp Pharmacol. 2014;220:443-60. doi: 10.1007/978-3-642-45106-5_16."
FW14-e017-7173-04	Toll-like receptor 2-mediated alternative activation of microglia is protective after spinal cord injury.	"Stirling DP, Cummins K, Mishra M, Teo W, Yong VW, Stys P.

Brain. 2014 Mar;137(Pt 3):707-23. doi: 10.1093/brain/awt341. Epub 2013 Dec 24."
