id	title	body
FW14-e003-7211-10	English Grammar For Dummies	"English Grammar For Dummies / Ward, Lesley J 
If you're confused by commas, perplexed by pronouns, and plain terrified by tenses, English Grammar For Dummies will put your fears to rest [...] 
Chichester : John Wiley & Sons, Inc, 2009. - 601 p."
FW14-e003-7211-08	The global English style guide : writing clear, translatable documentation for a global market	"The global English style guide : writing clear, translatable documentation for a global market / Kohl, John R 
Cary NC : SAS Institute, 2008. - 310 p."
FW14-e003-7207-03	On the relationship between cosmic rays, solar activity and powerful earthquakes	"On the relationship between cosmic rays, solar activity and powerful earthquakes / Kovalyov, Mikhail ; Kovalyov, Selena 
In this paper we analyze the correlation of magnitude $\geqslant 7.8$ earthquakes to cosmic rays intensity. [...] 
arXiv:1403.5728. \- 2014\. 
Preprint"
FW14-e003-7207-10	"Strong seismic motions estimated from a one direction-three components (""1d-3c"") approach, application to the city of rome, italy"	"Strong seismic motions estimated from a one direction-three components (""1d-3c"") approach, application to the city of rome, italy / D'Avila, Maria Paola Santisi (JAD) ; Lenti, Luca (IFSTTAR/GERS/SV) ; Semblat, Jean-François (IFSTTAR/GERS/SV) ; Gandomzadeh, Ali (LCPC/MSRGI) ; Martino, Salvatore ; Bonilla, Luis Fabian 
Strong seismic motions in soils generally lead to both a stiffness reduction and an increase of the energy dissipation in the surficial layers. [...] 
arXiv:1402.2874. \- 2014\. 
Preprint"
FW14-e003-7211-01	The blue book of grammar and punctuation : an easy-to-use guide with clear rules, real-world examples, and reproducible quizzes	"The blue book of grammar and punctuation : an easy-to-use guide with clear rules, real-world examples, and reproducible quizzes . \- 11th ed. / Straus, Jane 
A revised and updated new edition of the bestselling workbook and grammar guide The Blue Book of Grammar and Punctuation is a concise, entertaining workbook and guide to English grammar, punctuation, and usage [...] 
Hoboken, NJ : Wiley, 2014. - 226 p."
FW14-e003-7211-02	Improve your English : the essential guide to English grammar, punctuation and spelling	"Improve your English : the essential guide to English grammar, punctuation and spelling / Astle, JE Metcalfe & C 
It's important in our daily lives for us to write clear English which is easily understood [...] 
New York, NY : Constable & Robinson, 2013. - 457 p."
FW14-e003-7167-02	An improved billet on billet extrusion process of continuous aluminium alloy shapes for cryogenic applications in the Compact Muon Solenoid experiment	"An improved billet on billet extrusion process of continuous aluminium alloy shapes for cryogenic applications in the Compact Muon Solenoid experiment / Tavares, S S ; Sgobba, Stefano 
The Compact Muon Solenoid (CMS) is one of the experiments being designed in the framework of the Large Hadron Collider accelerator at CERN. CMS will contain the largest and the most powerful superconducting solenoid magnet ever built in terms of stored energy [...] 
2003 \- Published in : J. Mater. Process. Technol. 143-144 (2003) 584-590"
FW14-e003-7212-01	"Yachting club 
Yachting club"	"Yachting club 
Yachting club / Yachting club 
""New SU"" doing very nicely! It seems to me what we most urgently need is a proper name for the ""New SU"". For a boat that is currently ranking a vey respectable 21st out of 35 in the Swiss Sailing Championships for Surprise, ""New Surprise"" is not sufficient identification! Check out http://www.cnpully.ch/uploads/media/cs_surprise_s.htm [...] 
BUL-SA-2010-101.- 2010 \- Published in : CERN Bulletin 21/2010 22/2010 Fulltext: New Image_image \- JPG; New-Image_image \- GIF;"
FW14-e003-7222-01	Multipath Routing With Novel Packet Scheduling Approach In Wireless Sensor Networks	"Multipath Routing With Novel Packet Scheduling Approach In Wireless Sensor Networks / Cherian, Mary ; Nair, T R Gopalakrishnan 
Wireless sensor networks sense and monitor real-time events. [...] 
arXiv:1206.0420. \- 2012\. 
Preprint"
FW14-e003-7216-06	Lubricating Bacteria Model for Branching growth of Bacterial Colonies	"Lubricating Bacteria Model for Branching growth of Bacterial Colonies / Kozlovskii, Yu M ; Cohen, I ; Golding, I ; Ben-Jacob, E 
Various bacterial strains (e.g. [...] 
cond-mat/9809185 ; KOZ-98-1. \- 1998\. 
Access to fulltext document"
FW14-e003-7216-05	An invasion-associated Salmonella protein modulates the actin-bundling activity of plastin	"An invasion-associated Salmonella protein modulates the actin-bundling activity of plastin / Zhou, D ; Mooseker, M S ; Galan, J E 
1999 
In : 10th Annual Symposium on Frontiers of Science, Irvine, CA, USA, 19 - 21 Nov 1998, pp.10176-10181"
FW14-e003-7216-04	Entropy driven formation of a chiral liquid crystalline phase of helical filaments	"Entropy driven formation of a chiral liquid crystalline phase of helical filaments / Barry, E ; Hensel, Z ; Shribak, M ; Oldenbourg, R ; Dogic, Z 
We study the liquid crystalline phase behavior of a concentrated suspension of helical flagella isolated from {\it Salmonella typhimurium}. [...] 
cond-mat/0510708. \- 2005\. - 5 p. 
Access to fulltext document"
FW14-e003-7216-03	Automated two-dimensional Acanthamoeba polyphaga tracking and calculation of Salmonella typhimurium distribution in spatio-temporal images	"Automated two-dimensional Acanthamoeba polyphaga tracking and calculation of Salmonella typhimurium distribution in spatio-temporal images / Tsibidis, George D ; Burroughs, Nigel J ; Gaze, William ; Wellington, Elizabeth M H 
Interactions between bacteria and protozoa is an increasing area of interest, however there are a few systems that allow extensive observation of the interactions. [...] 
arXiv:1008.4662. \- 2010\. 
Preprint"
FW14-e003-7216-02	TripNet: A Method for Constructing Phylogenetic Networks from Triplets	"TripNet: A Method for Constructing Phylogenetic Networks from Triplets / Tusserkani, Ruzbeh ; Eslahchi, Changiz ; Poormohammadi, Hadi ; Azadi, Azin 
We present TripNet, a method for constructing phylogenetic networks from triplets. [...] 
arXiv:1104.4720. \- 2011\. 
Preprint"
FW14-e003-7216-01	Aptamer-based Impedimetric Sensor for Bacterial Typing	"Aptamer-based Impedimetric Sensor for Bacterial Typing / Labib, Mahmoud ; Zamay, Anna S ; Kolovskaya, Olga S ; Reshetneva, Irina T ; Zamay, Galina S ; Kibbee, Richard J ; Sattar, Syed A ; Zamay, Tatiana N ; Berezovski, Maxim V 
The development of an aptamer-based impedimetric sensor for typing of bacteria (AIST-B) is presented. [...] 
arXiv:1208.0613. \- 2012\. 
Preprint"
