id	title	body
FW14-e072-7236-08	Altretamine	... carmustine (BiCNU, Gliadel Wafer), cyclophosphamide (Cytoxan), ifosfamide (Ifex), lomustine (CeeNU), melphalan (Alkeran), procarbazine (Mutalane), temozolomide (Temodar), or ...
FW14-e072-7236-10	Busulfan	... carmustine (BiCNU, Gliadel Wafer), cyclophosphamide (Cytoxan), ifosfamide (Ifex), lomustine (CeeNU), melphalan (Alkeran), procarbazine (Mutalane), temozolomide (Temodar), thioguanine; ...
FW14-e072-7236-09	Cyclophosphamide	... carmustine (BiCNU®, Gliadel® Wafer), chlorambucil (Leukeran®), ifosfamide (Ifex®), lomustine (CeeNU®), melphalan (Alkeran®), procarbazine (Mutalane®), or temozolomide (Temodar®), ...
FW14-e072-7215-02	Squamous Cell Carcinoma (SCC)	newsletter | contact Share | Squamous Cell Carcinoma (SCC) Information for adults A A A Squamous cell carcinoma typically develops in sun-damaged skin in fair-skinned ...
FW14-e072-7250-09	Myositis	Myositis means inflammation of the muscles that you use to move your body. An injury, infection, or autoimmune disease can cause it. Two specific kinds are polymyositis ...
FW14-e072-7250-08	Lupus	If you have lupus, your immune system attacks healthy cells and tissues by mistake. This can damage your joints, skin, blood vessels and organs. There are ...
FW14-e072-7250-07	Scleroderma	... National Institute of Arthritis and Musculoskeletal and Skin Diseases
FW14-e072-7250-06	Rheumatoid Arthritis	Rheumatoid arthritis (RA) is a form of arthritis that causes pain, swelling, stiffness and loss of function in your joints. It can affect any joint but is common ...
FW14-e072-7250-05	Vasculitis	Vasculitis is an inflammation of the blood vessels. It happens when the body's immune system attacks the blood vessel by mistake. It can happen because of an infection, ...
FW14-e072-7250-04	Blood differential	... be due to: Addison's disease Allergic reaction Cancer Collagen vascular disease Hypereosinophilic syndromes Parasitic infection An increased percentage of ...
FW14-e072-7250-02	If I Had - Shortness of Breath	... disease? If you have what is known as collagen vascular disease, such as lupus, rheumatoid arthritis, scleroderma, polymyositis, mixed ... help clear it up. It you have a collagen vascular disease, often time the standard treatment for a collagen ...
FW14-e072-7250-01	Collagen vascular disease	Collagen vascular disease occurs when problems with the immune system affect collagen. Collagen is a tough, fiber-like protein ... As a group, these diseases are known as collagen vascular diseases. ... include: Ankylosing spondylitis Dermatomyositis Polyarteritis ...
FW14-e072-7236-05	Drugs Approved for Hodgkin Lymphoma	... Hydrochloride DTIC-Dome (Dacarbazine) Leukeran (Chlorambucil) Linfolizin (Chlorambucil) Lomustine Matulane (Procarbazine Hydrochloride) Neosar (Cyclophosphamide) Procarbazine Hydrochloride Velban ( ...
FW14-e072-7250-10	Antinuclear antibody panel	... blood may be due to: Chronic liver disease Collagen vascular disease Drug-induced lupus erythematosus Myositis (inflammatory muscle disease) ...
FW14-e072-7215-05	Head and Neck Cancer Squamous Cell Carcinoma/Lip and Oral Cavity	What is squamous cell carcinoma of the lip and oral cavity? Squamous cell carcinoma represents more than 90 percent of all head and ... 80 percent. Who is most likely to have squamous cell carcinoma? Males have this type of cancer about twice ...
FW14-e072-7215-06	Squamous Cell Carcinoma: What It Looks Like	Squamous Cell Carcinoma: What it Looks Like Squamous cell carcinoma accounts for approximately 16% of all new skin cancer ... and human immunodeficiency virus (HIV). Diagnosed Cases of Squamous Cell Carcinoma This tumor developed rapidly over a six-month ...
FW14-e072-7215-07	Squamous Cell Carcinoma	What is squamous cell skin carcinoma? The second most common skin cancer, squamous cell skin carcinoma affects 250,000 Americans each year. This type ... to spread. Who is most likely to have squamous cell skin carcinoma? This slow-growing disease affects individuals who have ...
FW14-e072-7215-10	Squamous cell carcinoma (image)	Squamous cell carcinoma commonly starts in the bronchi and may not spread as rapidly as other lung cancers.
FW14-e072-7215-09	Esophageal Cancer (PDQ): Treatment	... lung cancer . The following stages are used for squamous cell carcinoma of the esophagus: Stage 0 (High-grade Dysplasia) ... is also called high-grade dysplasia . Stage I squamous cell carcinoma of the esophagus Stage I is divided into ...
FW14-e072-7236-02	Cancer Drug Information	... CAPOX Carboplatin CARBOPLATIN-TAXOL Carfilzomib Casodex (Bicalutamide) CeeNU (Lomustine) Cerubidine (Daunorubicin Hydrochloride) Cervarix (Recombinant HPV Bivalent Vaccine) ...
FW14-e072-7236-01	Lomustine	Lomustine is used to treat certain types of brain tumors. Lomustine is also used with other medications to treat ... that has worsened after treatment with other medications. Lomustine is in a class of medications called alkylating ...
FW14-e072-7293-03	Keep the Beat Recipes: Deliciously Healthy Dinners	... to plan and prepare the meals in this cookbook. These ingredients can be used in both main-dish meals and side dishes. They are available in most grocery stores and are easy to use. herbs and spices (fresh and dried): add flavor Basil Ground black pepper Cayenne pepper Chili powder Cilantro ...
FW14-e072-7263-03	Pneumonia	... after you have a cold or the flu. Hospital-acquired pneumonia (also called institution-acquired pneumonia) is a type ... Pneumonia that you catch in a hospital (called hospital-acquired pneumonia) can be more serious than other types of ...
FW14-e072-7293-08	Tasty Recipes for People with Diabetes and Their Families	... cup low-fat ricotta cheese ½ tsp. dried basil 1 small onion, minced 2 cloves garlic, minced ... 16 • Mix low-fat ricotta cheese with dried basil, onion, garlic, and salt. Spread this mixture over ...
FW14-e072-7293-07	Nutrition After Fifty: Tips and Recipes	... oil 1 Tbsp. honey 1 Tbsp. rosemary or basil or 1 tsp. dried 2 Tbsp. balsamic vinegar, ... mix together canola oil, honey and rosemary or basil. Place in microwave and warm for 10 seconds. ...
FW14-e072-7293-06	Recipes \-- Best Bones Forever	... low-fat cottage and mozzarella cheeses, garlic and basil with cooked pasta and covering it with your ...
FW14-e072-7293-05	Diabetes-Friendly Recipes	... flavorful omelets, full of fresh vegetables and fragrant basil. Spinach-Parmesan Quiche Bites Serve these savory bites ... flavor from the pan juices. Salmon with Tomato-Basil Salsa The fresh tomato-basil salsa will have ...
FW14-e072-7293-04	Heart-Healthy Home Cooking: African American Style	... spray ½ teaspoon black pepper ½ teaspoon dried basil ½ teaspoon oregano 1\. Rinse green beans and ... but not soft. Stir occasionally. 6. Sprinkle dried basil and oregano over green beans. Mix and serve. ...
FW14-e072-7263-02	Hospital-acquired pneumonia (image)	Pneumonia acquired in the hospital is a very serious infection because the patient's defense mechanisms are often impaired by illness, and ...
FW14-e072-7263-06	Pneumonia \- adults (community acquired)	... affects persons in health care facilities is called hospital-acquired pneumonia . ... Bronchopneumonia; Community-acquired pneumonia; CAP
