id	title	body
FW14-e101-7431-04	Convicted opposition leader Navalny vows to win Moscow mayor's race	"* Russian opposition leader Alexei Navalny, facing a five-year prison term and free pending an appeal, returned to Moscow on Saturday and vowed he will be elected mayor. 

http://www.cnn.com/2013/07/20/world/europe/russia-navalny-case/index.html"
FW14-e101-7431-06	Outspoken Putin critic Alexei Navalny hit with prison sentence	"* Alexei Navalny has said all along that a court would convict him. Not because he's guilty, but because it would prevent him from running for mayor of Moscow. 

http://www.cnn.com/2013/07/18/world/europe/russia-navalny-case/index.html"
FW14-e101-7431-01	Kasparov: Why cracks are starting to appear in Putin's Russia	"* Strange things happened in a small courtroom in the Russian city of Kirov last week. Moscow mayoral candidate, and my colleague in the Russian opposition, Alexei Navalny, was convicted July 18 on concocted embezzlement charges in the type of political show trial that Josef Stalin favored long be... 

http://www.cnn.com/2013/07/26/opinion/opinion-kasparov-russia/index.html"
FW14-e101-7215-01	Squamous cell carcinoma	"* Squamous cell carcinoma — Comprehensive overview covers symptoms, treatment, prevention of this common skin cancer. 

http://www.cnn.com/HEALTH/library/squamous-cell-carcinoma/DS00924.html"
FW14-e101-7431-05	Putin, a hypocrite on Snowden, Navalny	"* One of the many disturbing aspects of the NSA spying revelations is how much joy they have brought to the world's chronic violators of human rights and political freedoms. 

http://www.cnn.com/2013/07/19/opinion/ghitis-putin-snowden-navalny/index.html"
FW14-e101-7431-03	Will Russians heed Navalny’s call for action?	"* By William Pomeranz, Special to CNN Editor’s note: William Pomeranz is the deputy director of the Kennan Institute for Advanced Russian Studies of the Woodrow Wilson Center in Washington, D.C. The views expressed are his own. Anti-corruption campaigner... 

http://globalpublicsquare.blogs.cnn.com/2013/07/24/will-russians-heed-navalnys-call-for-action/"
FW14-e101-7431-02	What's behind conviction of Russian opposition activist Alexei Navalny?	"* Kremlin critic and Russian opposition politician Alexei Navalny has been convicted of misappropriating $500,000 worth of state-owned timber. 

http://www.cnn.com/2013/07/20/world/europe/russia-alexei-navalny-explainer/index.html"
FW14-e101-7215-08	Esophageal cancer	"* Esophageal cancer — Comprehensive overview covers symptoms, causes, treatment of cancer of the esophagus. 

http://www.cnn.com/HEALTH/library/esophageal-cancer/DS00500.html"
FW14-e101-7205-06	5@5 - Food Network host Melissa d'Arabian	"* 5@5 is a daily, food-related list from chefs, writers, political pundits, musicians, actors, and all manner of opinionated people from... 

http://eatocracy.cnn.com/2010/11/26/55-food-network-host-melissa-darabian/"
FW14-e101-7431-08	The Kremlin's game with Alexei Navalny	"* A cat and mouse game is being played out in Russia involving Alexei Navalny, Russia's best known anti-corruption campaigner. Its consequences could cast a shadow over the future of the Putin regime. 

http://www.cnn.com/2013/07/22/opinion/satter-alexei-navalny/index.html"
