id	title	body
FW14-e066-7215-07	Ten Things You May Not Know About Squamous Cell Carcinoma	...   ... ... Bowen's disease is the earliest form of SCC. At this stage, it appears as a red, scaly patch, most often showing up on areas of the body most exposed to the sun. It can often be mistaken for a rash, eczema , fungus or psoriasis and is usually diagnosed with a biopsy. Bowen's disease is a surface form of skin cancer which has not spread to other areas of the body. ... While SCC, like other skin cancers, can be the result of years of over-exposure to the sun , those with light-colored skin, blue or green eyes or blond or red hair have a higher risk of developing SCC. ... This ... ...
FW14-e066-7236-05	Lomustine Oral Medication Interactions	"... Generic Name: LOMUSTINE - ORAL Pronounced: (loe-MUS-teen) Lomustine Oral Interactions ... Your doctor or pharmacist may already be aware of any ... possible drug interactions and may be monitoring you for them. Do not start, ... stop, or change the dosage of any medicine before checking with your doctor or ... pharmacist first. ... This drug should not be used with the following ... medications because very serious interactions may occur: ... ... nalidixic acid ... live vaccines ... ... If you are currently using either of the medications ... listed above, or have received or plan to receive any vaccines, tell your ... doctor or pharmacist before starting lomustine. ... Before using this medication, tell your doctor or ... pharmacist of all prescription and nonprescription/herbal products you may use, ... especially of: ... ... ""blood thinners"" (e.g., heparin, warfarin) ... other drugs that can affect the immune system (e.g., ... chemotherapy, cyclosporine) ... ... This document ... ..."
FW14-e066-7250-02	Collagen vascular disease overview	... Definition Collagen vascular disease occurs when problems with the immune system affect collagen. Collagen is a tough, fiber-like protein that makes up 30% of body protein. It contributes to the structure of tendons, bones, and connective tissues. In a class of diseases known as autoimmune disorders , the body's immune system attacks its own tissues. Some of these diseases have similarities, including arthritis and inflammation of arteries in the tissues that connect joints and other tissues. These diseases are known as collagen vascular diseases. Collagen vascular diseases include: Ankylosing spondylitis Dermatomyositis Polyarteritis nodosa Psoriatic arthritis Rheumatoid arthritis Scleroderma Systemic lupus erythematosus Causes, incidence, and risk factors ...
FW14-e066-7263-03	Hospital-acquired pneumonia treatment	... Alternative Names Nosocomial pneumonia; Ventilator-associated pneumonia; Health-care associated pneumonia Treatment Treatment aims to cure the infection with antibiotics. An antibiotic is chosen based on the specific germ found by sputum culture. However, the bacteria cannot always be identified with tests. Antibiotic therapy is given to fight the most common bacteria that infect hospitalized patients, taking into account the most common bacteria in each hospital -- Staphylococcus aureus and gram-negative bacteria. Supportive treatment includes: Oxygen Lung treatments to loosen and remove thick mucus from the lungs Support Groups Expectations (prognosis) Most patients respond to treatment and improve within 2 weeks. However, hospital-acquired pneumonia can be very severe and sometimes life-threatening. Patients who also have many other serious conditions do not do as well. Complications Elderly or very weak patients who do not respond to treatment may die from acute respiratory failure caused by ... ...
FW14-e066-7205-09	Reflux Friendly Cooking: Turkey Noodle Casserole	...   ... Turkey Noodle Casserole ... I made two of these casseroles this evening. One was modified to be easy on the stomach and my kids said they both came out great! ...   ... Ingredients: ... 1/2 lb egg noodles (rice noodles also work great) ... 1 Tbs. extra virgin olive oil ... 3 slices of chopped bacon (turkey bacon also works well) ... 1 package of ground turkey ... 1 pound button mushrooms, sliced ... 1/2 medium onion, chopped ... 1 cup chicken stock ... 1/2 cup heavy cream (rice or almond milk also works) ... 2 Tbs. butter, softened ... 2 cups grated Gruyere cheese (shredded rice cheese also works) ... 1 cup Italian style bread cr... ...
FW14-e066-7205-01	Thanksgiving Leftover Extravaganza!	...   ... Sandwiches and Wraps ... Roast Turkey, Sun-Dried Tomato and Basil Wraps ...   ... Turkey Panini ...   ... Turkey Wraps with Cranberries ...   ... Turkey and Roasted Red Pepper Wraps with Tarragon Cream Cheese ...   ... Turkey and Roasted Red Pepper Sandwiches on Focaccia ...   ... Cranberry-Turkey Salad Sandwiches on Focaccia ...   ... Roast Turkey Sandwiches with Cranberry Sauce and Cream Cheese ...   ... Basic Turkey Tacos ...   ... Turkey and Corn Tortillas with Chipotle Salsa ...   ... Salads ... Baby Greens with Grilled Turkey, Cranberries and Roasted Shallot Vinaigrette ...   ... Fresh Greens with Grilled Turkey, Apples, Walnuts and Cranberry Vinaigrette ...   ... Charlie Trotter's Smoked Turkey a... ...
FW14-e066-7236-10	CeeNU Oral Medication Interactions	"... Generic Name: LOMUSTINE - ORAL Pronounced: (loe-MUS-teen) CeeNU Oral Interactions ... Your doctor or pharmacist may already be aware of any ... possible drug interactions and may be monitoring you for them. Do not start, ... stop, or change the dosage of any medicine before checking with your doctor or ... pharmacist first. ... This drug should not be used with the following ... medications because very serious interactions may occur: ... ... nalidixic acid ... live vaccines ... ... If you are currently using either of the medications ... listed above, or have received or plan to receive any vaccines, tell your ... doctor or pharmacist before starting lomustine. ... Before using this medication, tell your doctor or ... pharmacist of all prescription and nonprescription/herbal products you may use, ... especially of: ... ... ""blood thinners"" (e.g., heparin, warfarin) ... other drugs that can affect the immune system (e.g., ... chemotherapy, cyclosporine) ... ... This document does... ..."
FW14-e066-7236-09	CeeNU Oral Precautions and Side Effects	... Generic Name: LOMUSTINE - ORAL Pronounced: (loe-MUS-teen) CeeNU Oral Precautions ... Before taking lomustine, tell your doctor or pharmacist if ... you are allergic to it; or if you have any other allergies. This product may ... contain inactive ingredients, which can cause allergic reactions or other ... problems. Talk to your pharmacist for more details. ... This medication should not be used if you have certain ... medical conditions. Before using this medicine, consult your doctor or ... pharmacist if you have: ... ... current infection ... ... Before using this medication, tell your doctor or ... pharmacist your medical history, especially of: ... ... blood disorder (e.g., anemia, clotting problem) ... kidney disease ... liver disease ... lung disease ... ... Do not have immunizations/vaccinations without the consent ... of your doctor, and avoid contact with people who have recently received oral ... polio vaccine or flu vaccine inhaled through the nose. To prevent the spread... ...
FW14-e066-7216-04	Salmonella enterocolitis symptoms	... Alternative Names Salmonellosis Symptoms The time between infection and symptom development is 8 - 48 hours. Symptoms include: Abdominal pain or cramping or tenderness Chills Diarrhea Fever Muscle pain Nausea Vomiting Signs and tests The doctor will perform a physical exam. You may have signs of a tender abdomen and tiny pink spots on the skin called rose spots. Tests that may be done include: Stool culture for salmonella Complete blood count with differential Blood culture Febrile/cold agglutinins (test for specific antibodies ) ...
FW14-e066-7236-07	CeeNU Oral Dosage and Storage	... Generic Name: LOMUSTINE - ORAL Pronounced: (loe-MUS-teen) CeeNU Oral Overdose ... If overdose is suspected, contact your local poison ... control center or emergency room immediately. US residents should call the US ... National Poison Hotline at 1-800-222-1222. Canada residents should call a ... provincial poison control center. ... CeeNU Oral Missed Dose ... It is important that you take lomustine as scheduled by ... your doctor. If you miss a dose, contact your doctor immediately to obtain a ... new dosing schedule. ... CeeNU Oral Notes ... Do not share this medication with others. ... Laboratory and/or medical tests (e.g., complete blood ... count, kidney/liver/lung tests) should be performed periodically to monitor ... your progress or check for side effects. Consult your doctor for more ... details. ... CeeNU Oral Storage ... Store in a tightly closed container at room temperature ... below 104 degrees F (40 degrees C) away from moisture and sunlight. Do not ... store in the bathroom. Kee... ...
