resource_id	query_id	similarity_score
0	0	0.0
1	0	0.0
2	0	0.0
3	0	0.0
4	0	0.0
5	0	0.0
6	0	0.0
7	0	0.0
8	0	0.0
9	0	0.0
10	0	0.0
11	0	0.0
12	0	0.0
13	0	0.0
14	0	0.0
15	0	0.0
16	0	0.0
17	0	0.0
18	0	0.0
19	0	0.0
20	0	0.316
21	0	2.342
22	0	0.0
23	0	0.0
24	0	0.0
25	0	1.6380000000000001
26	0	0.0
27	0	0.0
28	0	0.0
29	0	0.0
30	0	0.546
31	0	0.0
32	0	0.0
33	0	0.0
34	0	0.0
35	0	0.0
36	0	0.0
37	0	0.0
38	0	0.0
39	0	0.0
40	0	0.0
41	0	0.0
42	0	2.8880000000000003
43	0	1.796
44	0	0.0
45	0	1.092
46	0	1.092
47	0	0.0
48	0	0.0
49	0	0.0
50	0	0.0
51	0	0.0
52	0	0.0
53	0	0.0
54	0	0.0
55	0	0.0
56	0	0.0
57	0	0.0
58	0	0.0
59	0	0.0
60	0	0.0
61	0	0.0
62	0	0.0
63	0	0.0
64	0	0.0
65	0	0.0
66	0	0.0
67	0	0.0
68	0	2.184
69	0	0.0
70	0	0.0
71	0	0.0
72	0	0.0
73	0	0.0
74	0	0.0
75	0	0.0
76	0	0.0
77	0	0.0
78	0	0.0
79	0	0.0
80	0	0.0
81	0	0.0
82	0	0.0
83	0	0.0
84	0	0.0
85	0	0.0
86	0	0.0
87	0	0.0
88	0	0.0
89	0	0.0
90	0	0.0
91	0	0.0
92	0	0.0
93	0	0.0
94	0	0.0
95	0	0.158
96	0	0.0
97	0	0.0
98	0	0.0
99	0	0.546
100	0	0.0
101	0	0.0
102	0	0.0
103	0	0.0
104	0	0.0
105	0	0.0
106	0	0.0
107	0	0.0
108	0	0.0
109	0	0.0
110	0	0.0
111	0	0.0
112	0	0.0
113	0	0.158
114	0	0.0
115	0	0.0
116	0	0.0
117	0	0.0
118	0	0.0
119	0	0.0
120	0	0.0
121	0	0.0
122	0	0.0
123	0	1.6380000000000001
124	0	0.0
125	0	0.0
126	0	0.0
127	0	0.0
128	0	0.0
129	0	0.0
130	0	0.0
131	0	0.0
132	0	0.0
133	0	0.0
134	0	0.0
135	0	0.0
136	0	0.0
137	0	0.0
138	0	0.0
139	0	0.0
140	0	2.7300000000000004
141	0	0.474
142	0	0.0
143	0	0.0
144	0	0.0
145	0	0.0
146	0	0.0
147	0	0.0
148	0	1.25
0	1	0.0
1	1	0.0
2	1	0.0
3	1	0.0
4	1	0.0
5	1	0.0
6	1	0.0
7	1	0.0
8	1	0.0
9	1	0.0
10	1	0.0
11	1	0.0
12	1	0.0
13	1	0.0
14	1	0.0
15	1	0.0
16	1	0.158
17	1	0.0
18	1	0.0
19	1	0.158
20	1	3.822000000000001
21	1	5.704000000000001
22	1	0.0
23	1	1.0
24	1	2.638
25	1	2.184
26	1	0.546
27	1	0.0
28	1	2.184
29	1	0.0
30	1	0.7040000000000001
31	1	0.0
32	1	0.0
33	1	0.0
34	1	0.158
35	1	0.0
36	1	0.0
37	1	0.0
38	1	0.0
39	1	0.0
40	1	0.546
41	1	0.0
42	1	3.25
43	1	4.184
44	1	1.092
45	1	0.0
46	1	0.0
47	1	0.0
48	1	0.0
49	1	0.0
50	1	0.0
51	1	0.0
52	1	0.0
53	1	0.0
54	1	0.0
55	1	0.0
56	1	0.0
57	1	0.0
58	1	0.0
59	1	0.0
60	1	0.0
61	1	0.0
62	1	0.0
63	1	0.0
64	1	0.0
65	1	0.0
66	1	0.0
67	1	0.0
68	1	4.73
69	1	0.0
70	1	0.0
71	1	0.0
72	1	0.0
73	1	0.0
74	1	0.0
75	1	0.0
76	1	0.0
77	1	0.0
78	1	0.0
79	1	0.0
